Time;VBusCurrent;VBusVoltage
0:00:02:35.8000000;0.0094;5.2403
0:00:02:35.8100000;0.0094;5.2403
0:00:02:35.8200000;0.0094;5.2403
0:00:02:35.8300000;0.0094;5.2403
0:00:02:35.8400000;0.0094;5.2403
0:00:02:35.8500000;0.0094;5.2403
0:00:02:35.8600000;0.0094;5.2403
0:00:02:35.8700000;0.0094;5.2403
0:00:02:35.8800000;0.0094;5.2403
0:00:02:35.8900000;0.0094;5.2403
0:00:02:35.9000000;0.0094;5.2403
0:00:02:35.9100000;0.0094;5.2403
0:00:02:35.9200000;0.0094;5.2403
0:00:02:35.9300000;0.0094;5.2403
0:00:02:35.9400000;0.0094;5.2402
0:00:02:35.9500000;0.0094;5.2402
0:00:02:35.9600000;0.0094;5.2402
0:00:02:35.9700000;0.0094;5.2402
0:00:02:35.9800000;0.0094;5.2402
0:00:02:35.9900000;0.0094;5.2402
0:00:02:36.0000000;0.0094;5.2402
0:00:02:36.0100000;0.0094;5.2402
0:00:02:36.0200000;0.0094;5.2402
0:00:02:36.0300000;0.0094;5.2402
0:00:02:36.0400000;0.0094;5.2402
0:00:02:36.0500000;0.0094;5.2402
0:00:02:36.0600000;0.0094;5.2402
0:00:02:36.0700000;0.0094;5.2402
0:00:02:36.0800000;0.0094;5.2402
0:00:02:36.0900000;0.0094;5.2402
0:00:02:36.1000000;0.0094;5.2402
0:00:02:36.1100000;0.0094;5.2402
0:00:02:36.1200000;0.0094;5.2402
0:00:02:36.1300000;0.0094;5.2402
0:00:02:36.1400000;0.0094;5.2402
0:00:02:36.1500000;0.0094;5.2402
0:00:02:36.1600000;0.0094;5.2402
0:00:02:36.1700000;0.0094;5.2402
0:00:02:36.1800000;0.0094;5.2402
0:00:02:36.1900000;0.0094;5.2402
0:00:02:36.2000000;0.0094;5.2402
0:00:02:36.2100000;0.0094;5.2402
0:00:02:36.2200000;0.0094;5.2402
0:00:02:36.2300000;0.0094;5.2402
0:00:02:36.2400000;0.0094;5.2401
0:00:02:36.2500000;0.0094;5.2401
0:00:02:36.2600000;0.0094;5.2401
0:00:02:36.2700000;0.0094;5.2401
0:00:02:36.2800000;0.0094;5.2401
0:00:02:36.2900000;0.0094;5.2401
0:00:02:36.3000000;0.0094;5.2401
0:00:02:36.3100000;0.0094;5.2401
0:00:02:36.3200000;0.0094;5.2401
0:00:02:36.3300000;0.0094;5.2401
0:00:02:36.3400000;0.0094;5.2402
0:00:02:36.3500000;0.0094;5.2402
0:00:02:36.3600000;0.0094;5.2402
0:00:02:36.3700000;0.0094;5.2402
0:00:02:36.3800000;0.0094;5.2402
0:00:02:36.3900000;0.0094;5.2402
0:00:02:36.4000000;0.0094;5.2402
0:00:02:36.4100000;0.0094;5.2402
0:00:02:36.4200000;0.0094;5.2402
0:00:02:36.4300000;0.0094;5.2402
0:00:02:36.4400000;0.0094;5.2402
0:00:02:36.4500000;0.0094;5.2402
0:00:02:36.4600000;0.0094;5.2402
0:00:02:36.4700000;0.0094;5.2402
0:00:02:36.4800000;0.0094;5.2402
0:00:02:36.4900000;0.0094;5.2402
0:00:02:36.5000000;0.0094;5.2402
0:00:02:36.5100000;0.0094;5.2402
0:00:02:36.5200000;0.0094;5.2402
0:00:02:36.5300000;0.0094;5.2402
0:00:02:36.5400000;0.0094;5.2402
0:00:02:36.5500000;0.0094;5.2402
0:00:02:36.5600000;0.0094;5.2402
0:00:02:36.5700000;0.0094;5.2402
0:00:02:36.5800000;0.0094;5.2402
0:00:02:36.5900000;0.0094;5.2402
0:00:02:36.6000000;0.0094;5.2402
0:00:02:36.6100000;0.0094;5.2402
0:00:02:36.6200000;0.0094;5.2402
0:00:02:36.6300000;0.0094;5.2402
0:00:02:36.6400000;0.0094;5.2402
0:00:02:36.6500000;0.0094;5.2402
0:00:02:36.6600000;0.0094;5.2402
0:00:02:36.6700000;0.0094;5.2402
0:00:02:36.6800000;0.0094;5.2402
0:00:02:36.6900000;0.0094;5.2402
0:00:02:36.7000000;0.0094;5.2402
0:00:02:36.7100000;0.0094;5.2402
0:00:02:36.7200000;0.0094;5.2402
0:00:02:36.7300000;0.0094;5.2402
0:00:02:36.7400000;0.0094;5.2403
0:00:02:36.7500000;0.0094;5.2403
0:00:02:36.7600000;0.0094;5.2403
0:00:02:36.7700000;0.0094;5.2403
0:00:02:36.7800000;0.0094;5.2403
0:00:02:36.7900000;0.0094;5.2403
0:00:02:36.8000000;0.0094;5.2403
0:00:02:36.8100000;0.0094;5.2403
0:00:02:36.8200000;0.0094;5.2403
0:00:02:36.8300000;0.0094;5.2403
0:00:02:36.8400000;0.0094;5.2403
0:00:02:36.8500000;0.0094;5.2403
0:00:02:36.8600000;0.0094;5.2403
0:00:02:36.8700000;0.0094;5.2403
0:00:02:36.8800000;0.0094;5.2403
0:00:02:36.8900000;0.0094;5.2403
0:00:02:36.9000000;0.0094;5.2403
0:00:02:36.9100000;0.0094;5.2403
0:00:02:36.9200000;0.0094;5.2403
0:00:02:36.9300000;0.0094;5.2403
0:00:02:36.9400000;0.0094;5.2404
0:00:02:36.9500000;0.0094;5.2404
0:00:02:36.9600000;0.0094;5.2404
0:00:02:36.9700000;0.0094;5.2404
0:00:02:36.9800000;0.0094;5.2404
0:00:02:36.9900000;0.0094;5.2404
0:00:02:37.0000000;0.0094;5.2404
0:00:02:37.0100000;0.0094;5.2404
0:00:02:37.0200000;0.0094;5.2404
0:00:02:37.0300000;0.0094;5.2404
0:00:02:37.0400000;0.0094;5.2404
0:00:02:37.0500000;0.0094;5.2404
0:00:02:37.0600000;0.0094;5.2404
0:00:02:37.0700000;0.0094;5.2404
0:00:02:37.0800000;0.0094;5.2404
0:00:02:37.0900000;0.0094;5.2404
0:00:02:37.1000000;0.0094;5.2404
0:00:02:37.1100000;0.0094;5.2404
0:00:02:37.1200000;0.0094;5.2404
0:00:02:37.1300000;0.0094;5.2404
0:00:02:37.1400000;0.0094;5.2404
0:00:02:37.1500000;0.0094;5.2404
0:00:02:37.1600000;0.0094;5.2404
0:00:02:37.1700000;0.0094;5.2404
0:00:02:37.1800000;0.0094;5.2404
0:00:02:37.1900000;0.0094;5.2404
0:00:02:37.2000000;0.0094;5.2404
0:00:02:37.2100000;0.0094;5.2404
0:00:02:37.2200000;0.0094;5.2404
0:00:02:37.2300000;0.0094;5.2404
0:00:02:37.2400000;0.0094;5.2403
0:00:02:37.2500000;0.0094;5.2403
0:00:02:37.2600000;0.0094;5.2403
0:00:02:37.2700000;0.0094;5.2403
0:00:02:37.2800000;0.0094;5.2403
0:00:02:37.2900000;0.0094;5.2403
0:00:02:37.3000000;0.0094;5.2403
0:00:02:37.3100000;0.0094;5.2403
0:00:02:37.3200000;0.0094;5.2403
0:00:02:37.3300000;0.0094;5.2403
0:00:02:37.3400000;0.0094;5.2403
0:00:02:37.3500000;0.0094;5.2403
0:00:02:37.3600000;0.0094;5.2403
0:00:02:37.3700000;0.0094;5.2403
0:00:02:37.3800000;0.0094;5.2403
0:00:02:37.3900000;0.0094;5.2403
0:00:02:37.4000000;0.0094;5.2403
0:00:02:37.4100000;0.0094;5.2403
0:00:02:37.4200000;0.0094;5.2403
0:00:02:37.4300000;0.0094;5.2403
0:00:02:37.4400000;0.0094;5.2403
0:00:02:37.4500000;0.0094;5.2403
0:00:02:37.4600000;0.0094;5.2403
0:00:02:37.4700000;0.0094;5.2403
0:00:02:37.4800000;0.0094;5.2403
0:00:02:37.4900000;0.0094;5.2403
0:00:02:37.5000000;0.0094;5.2403
0:00:02:37.5100000;0.0094;5.2403
0:00:02:37.5200000;0.0094;5.2403
0:00:02:37.5300000;0.0094;5.2403
0:00:02:37.5400000;0.0094;5.2403
0:00:02:37.5500000;0.0094;5.2403
0:00:02:37.5600000;0.0094;5.2403
0:00:02:37.5700000;0.0094;5.2403
0:00:02:37.5800000;0.0094;5.2403
0:00:02:37.5900000;0.0094;5.2403
0:00:02:37.6000000;0.0094;5.2403
0:00:02:37.6100000;0.0094;5.2403
0:00:02:37.6200000;0.0094;5.2403
0:00:02:37.6300000;0.0094;5.2403
0:00:02:37.6400000;0.0094;5.2402
0:00:02:37.6500000;0.0094;5.2402
0:00:02:37.6600000;0.0094;5.2402
0:00:02:37.6700000;0.0094;5.2402
0:00:02:37.6800000;0.0094;5.2402
0:00:02:37.6900000;0.0094;5.2402
0:00:02:37.7000000;0.0094;5.2402
0:00:02:37.7100000;0.0094;5.2402
0:00:02:37.7200000;0.0094;5.2402
0:00:02:37.7300000;0.0094;5.2402
0:00:02:37.7400000;0.0094;5.2402
0:00:02:37.7500000;0.0094;5.2402
0:00:02:37.7600000;0.0094;5.2402
0:00:02:37.7700000;0.0094;5.2402
0:00:02:37.7800000;0.0094;5.2402
0:00:02:37.7900000;0.0094;5.2402
0:00:02:37.8000000;0.0094;5.2402
0:00:02:37.8100000;0.0094;5.2402
0:00:02:37.8200000;0.0094;5.2402
0:00:02:37.8300000;0.0094;5.2402
0:00:02:37.8400000;0.0094;5.2401
0:00:02:37.8500000;0.0094;5.2401
0:00:02:37.8600000;0.0094;5.2401
0:00:02:37.8700000;0.0094;5.2401
0:00:02:37.8800000;0.0094;5.2401
0:00:02:37.8900000;0.0094;5.2401
0:00:02:37.9000000;0.0094;5.2401
0:00:02:37.9100000;0.0094;5.2401
0:00:02:37.9200000;0.0094;5.2401
0:00:02:37.9300000;0.0094;5.2401
0:00:02:37.9400000;0.0094;5.2400
0:00:02:37.9500000;0.0094;5.2400
0:00:02:37.9600000;0.0094;5.2400
0:00:02:37.9700000;0.0094;5.2400
0:00:02:37.9800000;0.0094;5.2400
0:00:02:37.9900000;0.0094;5.2400
0:00:02:38.0000000;0.0094;5.2400
0:00:02:38.0100000;0.0094;5.2400
0:00:02:38.0200000;0.0094;5.2400
0:00:02:38.0300000;0.0094;5.2400
0:00:02:38.0400000;0.0094;5.2399
0:00:02:38.0500000;0.0094;5.2399
0:00:02:38.0600000;0.0094;5.2399
0:00:02:38.0700000;0.0094;5.2399
0:00:02:38.0800000;0.0094;5.2399
0:00:02:38.0900000;0.0094;5.2399
0:00:02:38.1000000;0.0094;5.2399
0:00:02:38.1100000;0.0094;5.2399
0:00:02:38.1200000;0.0094;5.2399
0:00:02:38.1300000;0.0094;5.2399
0:00:02:38.1400000;0.0094;5.2400
0:00:02:38.1500000;0.0094;5.2400
0:00:02:38.1600000;0.0094;5.2400
0:00:02:38.1700000;0.0094;5.2400
0:00:02:38.1800000;0.0094;5.2400
0:00:02:38.1900000;0.0094;5.2400
0:00:02:38.2000000;0.0094;5.2400
0:00:02:38.2100000;0.0094;5.2400
0:00:02:38.2200000;0.0094;5.2400
0:00:02:38.2300000;0.0094;5.2400
0:00:02:38.2400000;0.0094;5.2401
0:00:02:38.2500000;0.0094;5.2401
0:00:02:38.2600000;0.0094;5.2401
0:00:02:38.2700000;0.0094;5.2401
0:00:02:38.2800000;0.0094;5.2401
0:00:02:38.2900000;0.0094;5.2401
0:00:02:38.3000000;0.0094;5.2401
0:00:02:38.3100000;0.0094;5.2401
0:00:02:38.3200000;0.0094;5.2401
0:00:02:38.3300000;0.0094;5.2401
0:00:02:38.3400000;0.0094;5.2402
0:00:02:38.3500000;0.0094;5.2402
0:00:02:38.3600000;0.0094;5.2402
0:00:02:38.3700000;0.0094;5.2402
0:00:02:38.3800000;0.0094;5.2402
0:00:02:38.3900000;0.0094;5.2402
0:00:02:38.4000000;0.0094;5.2402
0:00:02:38.4100000;0.0094;5.2402
0:00:02:38.4200000;0.0094;5.2402
0:00:02:38.4300000;0.0094;5.2402
0:00:02:38.4400000;0.0094;5.2402
0:00:02:38.4500000;0.0094;5.2402
0:00:02:38.4600000;0.0094;5.2402
0:00:02:38.4700000;0.0094;5.2402
0:00:02:38.4800000;0.0094;5.2402
0:00:02:38.4900000;0.0094;5.2402
0:00:02:38.5000000;0.0094;5.2402
0:00:02:38.5100000;0.0094;5.2402
0:00:02:38.5200000;0.0094;5.2402
0:00:02:38.5300000;0.0094;5.2402
0:00:02:38.5400000;0.0094;5.2401
0:00:02:38.5500000;0.0094;5.2401
0:00:02:38.5600000;0.0094;5.2401
0:00:02:38.5700000;0.0094;5.2401
0:00:02:38.5800000;0.0094;5.2401
0:00:02:38.5900000;0.0094;5.2401
0:00:02:38.6000000;0.0094;5.2401
0:00:02:38.6100000;0.0094;5.2401
0:00:02:38.6200000;0.0094;5.2401
0:00:02:38.6300000;0.0094;5.2401
0:00:02:38.6400000;0.0094;5.2401
0:00:02:38.6500000;0.0094;5.2401
0:00:02:38.6600000;0.0094;5.2401
0:00:02:38.6700000;0.0094;5.2401
0:00:02:38.6800000;0.0094;5.2401
0:00:02:38.6900000;0.0094;5.2401
0:00:02:38.7000000;0.0094;5.2401
0:00:02:38.7100000;0.0094;5.2401
0:00:02:38.7200000;0.0094;5.2401
0:00:02:38.7300000;0.0094;5.2401
0:00:02:38.7400000;0.0094;5.2400
0:00:02:38.7500000;0.0094;5.2400
0:00:02:38.7600000;0.0094;5.2400
0:00:02:38.7700000;0.0094;5.2400
0:00:02:38.7800000;0.0094;5.2400
0:00:02:38.7900000;0.0094;5.2400
0:00:02:38.8000000;0.0094;5.2400
0:00:02:38.8100000;0.0094;5.2400
0:00:02:38.8200000;0.0094;5.2400
0:00:02:38.8300000;0.0094;5.2400
0:00:02:38.8400000;0.0094;5.2400
0:00:02:38.8500000;0.0094;5.2400
0:00:02:38.8600000;0.0094;5.2400
0:00:02:38.8700000;0.0094;5.2400
0:00:02:38.8800000;0.0094;5.2400
0:00:02:38.8900000;0.0094;5.2400
0:00:02:38.9000000;0.0094;5.2400
0:00:02:38.9100000;0.0094;5.2400
0:00:02:38.9200000;0.0094;5.2400
0:00:02:38.9300000;0.0094;5.2400
0:00:02:38.9400000;0.0094;5.2400
0:00:02:38.9500000;0.0094;5.2400
0:00:02:38.9600000;0.0094;5.2400
0:00:02:38.9700000;0.0094;5.2400
0:00:02:38.9800000;0.0094;5.2400
0:00:02:38.9900000;0.0094;5.2400
0:00:02:39.0000000;0.0094;5.2400
0:00:02:39.0100000;0.0094;5.2400
0:00:02:39.0200000;0.0094;5.2400
0:00:02:39.0300000;0.0094;5.2400
0:00:02:39.0400000;0.0094;5.2400
0:00:02:39.0500000;0.0094;5.2400
0:00:02:39.0600000;0.0094;5.2400
0:00:02:39.0700000;0.0094;5.2400
0:00:02:39.0800000;0.0094;5.2400
0:00:02:39.0900000;0.0094;5.2400
0:00:02:39.1000000;0.0094;5.2400
0:00:02:39.1100000;0.0094;5.2400
0:00:02:39.1200000;0.0094;5.2400
0:00:02:39.1300000;0.0094;5.2400
0:00:02:39.1400000;0.0094;5.2399
0:00:02:39.1500000;0.0094;5.2399
0:00:02:39.1600000;0.0094;5.2399
0:00:02:39.1700000;0.0094;5.2399
0:00:02:39.1800000;0.0094;5.2399
0:00:02:39.1900000;0.0094;5.2399
0:00:02:39.2000000;0.0094;5.2399
0:00:02:39.2100000;0.0094;5.2399
0:00:02:39.2200000;0.0094;5.2399
0:00:02:39.2300000;0.0094;5.2399
0:00:02:39.2400000;0.0094;5.2398
0:00:02:39.2500000;0.0094;5.2398
0:00:02:39.2600000;0.0094;5.2398
0:00:02:39.2700000;0.0094;5.2398
0:00:02:39.2800000;0.0094;5.2398
0:00:02:39.2900000;0.0094;5.2398
0:00:02:39.3000000;0.0094;5.2398
0:00:02:39.3100000;0.0094;5.2398
0:00:02:39.3200000;0.0094;5.2398
0:00:02:39.3300000;0.0094;5.2398
0:00:02:39.3400000;0.0094;5.2398
0:00:02:39.3500000;0.0094;5.2398
0:00:02:39.3600000;0.0094;5.2398
0:00:02:39.3700000;0.0094;5.2398
0:00:02:39.3800000;0.0094;5.2398
0:00:02:39.3900000;0.0094;5.2398
0:00:02:39.4000000;0.0094;5.2398
0:00:02:39.4100000;0.0094;5.2398
0:00:02:39.4200000;0.0094;5.2398
0:00:02:39.4300000;0.0094;5.2398
0:00:02:39.4400000;0.0094;5.2397
0:00:02:39.4500000;0.0094;5.2397
0:00:02:39.4600000;0.0094;5.2397
0:00:02:39.4700000;0.0094;5.2397
0:00:02:39.4800000;0.0094;5.2397
0:00:02:39.4900000;0.0094;5.2397
0:00:02:39.5000000;0.0094;5.2397
0:00:02:39.5100000;0.0094;5.2397
0:00:02:39.5200000;0.0094;5.2397
0:00:02:39.5300000;0.0094;5.2397
0:00:02:39.5400000;0.0094;5.2398
0:00:02:39.5500000;0.0094;5.2398
0:00:02:39.5600000;0.0094;5.2398
0:00:02:39.5700000;0.0094;5.2398
0:00:02:39.5800000;0.0094;5.2398
0:00:02:39.5900000;0.0094;5.2398
0:00:02:39.6000000;0.0094;5.2398
0:00:02:39.6100000;0.0094;5.2398
0:00:02:39.6200000;0.0094;5.2398
0:00:02:39.6300000;0.0094;5.2398
0:00:02:39.6400000;0.0094;5.2397
0:00:02:39.6500000;0.0094;5.2397
0:00:02:39.6600000;0.0094;5.2397
0:00:02:39.6700000;0.0094;5.2397
0:00:02:39.6800000;0.0094;5.2397
0:00:02:39.6900000;0.0094;5.2397
0:00:02:39.7000000;0.0094;5.2397
0:00:02:39.7100000;0.0094;5.2397
0:00:02:39.7200000;0.0094;5.2397
0:00:02:39.7300000;0.0094;5.2397
0:00:02:39.7400000;0.0094;5.2398
0:00:02:39.7500000;0.0094;5.2398
0:00:02:39.7600000;0.0094;5.2398
0:00:02:39.7700000;0.0094;5.2398
0:00:02:39.7800000;0.0094;5.2398
0:00:02:39.7900000;0.0094;5.2398
0:00:02:39.8000000;0.0094;5.2398
0:00:02:39.8100000;0.0094;5.2398
0:00:02:39.8200000;0.0094;5.2398
0:00:02:39.8300000;0.0094;5.2398
0:00:02:39.8400000;0.0094;5.2398
0:00:02:39.8500000;0.0094;5.2398
0:00:02:39.8600000;0.0094;5.2398
0:00:02:39.8700000;0.0094;5.2398
0:00:02:39.8800000;0.0094;5.2398
0:00:02:39.8900000;0.0094;5.2398
0:00:02:39.9000000;0.0094;5.2398
0:00:02:39.9100000;0.0094;5.2398
0:00:02:39.9200000;0.0094;5.2398
0:00:02:39.9300000;0.0094;5.2398
0:00:02:39.9400000;0.0094;5.2397
0:00:02:39.9500000;0.0094;5.2397
0:00:02:39.9600000;0.0094;5.2397
0:00:02:39.9700000;0.0094;5.2397
0:00:02:39.9800000;0.0094;5.2397
0:00:02:39.9900000;0.0094;5.2397
0:00:02:40.0000000;0.0094;5.2397
0:00:02:40.0100000;0.0094;5.2397
0:00:02:40.0200000;0.0094;5.2397
0:00:02:40.0300000;0.0094;5.2397
0:00:02:40.0400000;0.0094;5.2399
0:00:02:40.0500000;0.0094;5.2399
0:00:02:40.0600000;0.0094;5.2399
0:00:02:40.0700000;0.0094;5.2399
0:00:02:40.0800000;0.0094;5.2399
0:00:02:40.0900000;0.0094;5.2399
0:00:02:40.1000000;0.0094;5.2399
0:00:02:40.1100000;0.0094;5.2399
0:00:02:40.1200000;0.0094;5.2399
0:00:02:40.1300000;0.0094;5.2399
0:00:02:40.1400000;0.0094;5.2399
0:00:02:40.1500000;0.0094;5.2399
0:00:02:40.1600000;0.0094;5.2399
0:00:02:40.1700000;0.0094;5.2399
0:00:02:40.1800000;0.0094;5.2399
0:00:02:40.1900000;0.0094;5.2399
0:00:02:40.2000000;0.0094;5.2399
0:00:02:40.2100000;0.0094;5.2399
0:00:02:40.2200000;0.0094;5.2399
0:00:02:40.2300000;0.0094;5.2399
0:00:02:40.2400000;0.0094;5.2400
0:00:02:40.2500000;0.0094;5.2400
0:00:02:40.2600000;0.0094;5.2400
0:00:02:40.2700000;0.0094;5.2400
0:00:02:40.2800000;0.0094;5.2400
0:00:02:40.2900000;0.0094;5.2400
0:00:02:40.3000000;0.0094;5.2400
0:00:02:40.3100000;0.0094;5.2400
0:00:02:40.3200000;0.0094;5.2400
0:00:02:40.3300000;0.0094;5.2400
0:00:02:40.3400000;0.0094;5.2400
0:00:02:40.3500000;0.0094;5.2400
0:00:02:40.3600000;0.0094;5.2400
0:00:02:40.3700000;0.0094;5.2400
0:00:02:40.3800000;0.0094;5.2400
0:00:02:40.3900000;0.0094;5.2400
0:00:02:40.4000000;0.0094;5.2400
0:00:02:40.4100000;0.0094;5.2400
0:00:02:40.4200000;0.0094;5.2400
0:00:02:40.4300000;0.0094;5.2400
0:00:02:40.4400000;0.0094;5.2400
0:00:02:40.4500000;0.0094;5.2400
0:00:02:40.4600000;0.0094;5.2400
0:00:02:40.4700000;0.0094;5.2400
0:00:02:40.4800000;0.0094;5.2400
0:00:02:40.4900000;0.0094;5.2400
0:00:02:40.5000000;0.0094;5.2400
0:00:02:40.5100000;0.0094;5.2400
0:00:02:40.5200000;0.0094;5.2400
0:00:02:40.5300000;0.0094;5.2400
0:00:02:40.5400000;0.0094;5.2398
0:00:02:40.5500000;0.0094;5.2398
0:00:02:40.5600000;0.0094;5.2398
0:00:02:40.5700000;0.0094;5.2398
0:00:02:40.5800000;0.0094;5.2398
0:00:02:40.5900000;0.0094;5.2398
0:00:02:40.6000000;0.0094;5.2398
0:00:02:40.6100000;0.0094;5.2398
0:00:02:40.6200000;0.0094;5.2398
0:00:02:40.6300000;0.0094;5.2398
0:00:02:40.6400000;0.0094;5.2399
0:00:02:40.6500000;0.0094;5.2399
0:00:02:40.6600000;0.0094;5.2399
0:00:02:40.6700000;0.0094;5.2399
0:00:02:40.6800000;0.0094;5.2399
0:00:02:40.6900000;0.0094;5.2399
0:00:02:40.7000000;0.0094;5.2399
0:00:02:40.7100000;0.0094;5.2399
0:00:02:40.7200000;0.0094;5.2399
0:00:02:40.7300000;0.0094;5.2399
0:00:02:40.7400000;0.0094;5.2399
0:00:02:40.7500000;0.0094;5.2399
0:00:02:40.7600000;0.0094;5.2399
0:00:02:40.7700000;0.0094;5.2399
0:00:02:40.7800000;0.0094;5.2399
0:00:02:40.7900000;0.0094;5.2399
0:00:02:40.8000000;0.0094;5.2399
0:00:02:40.8100000;0.0094;5.2399
0:00:02:40.8200000;0.0094;5.2399
0:00:02:40.8300000;0.0094;5.2399
0:00:02:40.8400000;0.0094;5.2400
0:00:02:40.8500000;0.0094;5.2400
0:00:02:40.8600000;0.0094;5.2400
0:00:02:40.8700000;0.0094;5.2400
0:00:02:40.8800000;0.0094;5.2400
0:00:02:40.8900000;0.0094;5.2400
0:00:02:40.9000000;0.0094;5.2400
0:00:02:40.9100000;0.0094;5.2400
0:00:02:40.9200000;0.0094;5.2400
0:00:02:40.9300000;0.0094;5.2400
0:00:02:40.9400000;0.0094;5.2400
0:00:02:40.9500000;0.0094;5.2400
0:00:02:40.9600000;0.0094;5.2400
0:00:02:40.9700000;0.0094;5.2400
0:00:02:40.9800000;0.0094;5.2400
0:00:02:40.9900000;0.0094;5.2400
0:00:02:41.0000000;0.0094;5.2400
0:00:02:41.0100000;0.0094;5.2400
0:00:02:41.0200000;0.0094;5.2400
0:00:02:41.0300000;0.0094;5.2400
0:00:02:41.0400000;0.0094;5.2400
0:00:02:41.0500000;0.0094;5.2400
0:00:02:41.0600000;0.0094;5.2400
0:00:02:41.0700000;0.0094;5.2400
0:00:02:41.0800000;0.0094;5.2400
0:00:02:41.0900000;0.0094;5.2400
0:00:02:41.1000000;0.0094;5.2400
0:00:02:41.1100000;0.0094;5.2400
0:00:02:41.1200000;0.0094;5.2400
0:00:02:41.1300000;0.0094;5.2400
0:00:02:41.1400000;0.0094;5.2400
0:00:02:41.1500000;0.0094;5.2400
0:00:02:41.1600000;0.0094;5.2400
0:00:02:41.1700000;0.0094;5.2400
0:00:02:41.1800000;0.0094;5.2400
0:00:02:41.1900000;0.0094;5.2400
0:00:02:41.2000000;0.0094;5.2400
0:00:02:41.2100000;0.0094;5.2400
0:00:02:41.2200000;0.0094;5.2400
0:00:02:41.2300000;0.0094;5.2400
0:00:02:41.2400000;0.0094;5.2399
0:00:02:41.2500000;0.0094;5.2399
0:00:02:41.2600000;0.0094;5.2399
0:00:02:41.2700000;0.0094;5.2399
0:00:02:41.2800000;0.0094;5.2399
0:00:02:41.2900000;0.0094;5.2399
0:00:02:41.3000000;0.0094;5.2399
0:00:02:41.3100000;0.0094;5.2399
0:00:02:41.3200000;0.0094;5.2399
0:00:02:41.3300000;0.0094;5.2399
0:00:02:41.3400000;0.0094;5.2399
0:00:02:41.3500000;0.0094;5.2399
0:00:02:41.3600000;0.0094;5.2399
0:00:02:41.3700000;0.0094;5.2399
0:00:02:41.3800000;0.0094;5.2399
0:00:02:41.3900000;0.0094;5.2399
0:00:02:41.4000000;0.0094;5.2399
0:00:02:41.4100000;0.0094;5.2399
0:00:02:41.4200000;0.0094;5.2399
0:00:02:41.4300000;0.0094;5.2399
0:00:02:41.4400000;0.0094;5.2399
0:00:02:41.4500000;0.0094;5.2399
0:00:02:41.4600000;0.0094;5.2399
0:00:02:41.4700000;0.0094;5.2399
0:00:02:41.4800000;0.0094;5.2399
0:00:02:41.4900000;0.0094;5.2399
0:00:02:41.5000000;0.0094;5.2399
0:00:02:41.5100000;0.0094;5.2399
0:00:02:41.5200000;0.0094;5.2399
0:00:02:41.5300000;0.0094;5.2399
0:00:02:41.5400000;0.0094;5.2399
0:00:02:41.5500000;0.0094;5.2399
0:00:02:41.5600000;0.0094;5.2399
0:00:02:41.5700000;0.0094;5.2399
0:00:02:41.5800000;0.0094;5.2399
0:00:02:41.5900000;0.0094;5.2399
0:00:02:41.6000000;0.0094;5.2399
0:00:02:41.6100000;0.0094;5.2399
0:00:02:41.6200000;0.0094;5.2399
0:00:02:41.6300000;0.0094;5.2399
0:00:02:41.6400000;0.0094;5.2398
0:00:02:41.6500000;0.0094;5.2398
0:00:02:41.6600000;0.0094;5.2398
0:00:02:41.6700000;0.0094;5.2398
0:00:02:41.6800000;0.0094;5.2398
0:00:02:41.6900000;0.0094;5.2398
0:00:02:41.7000000;0.0094;5.2398
0:00:02:41.7100000;0.0094;5.2398
0:00:02:41.7200000;0.0094;5.2398
0:00:02:41.7300000;0.0094;5.2398
0:00:02:41.7400000;0.0094;5.2398
0:00:02:41.7500000;0.0094;5.2398
0:00:02:41.7600000;0.0094;5.2398
0:00:02:41.7700000;0.0094;5.2398
0:00:02:41.7800000;0.0094;5.2398
0:00:02:41.7900000;0.0094;5.2398
0:00:02:41.8000000;0.0094;5.2398
0:00:02:41.8100000;0.0094;5.2398
0:00:02:41.8200000;0.0094;5.2398
0:00:02:41.8300000;0.0094;5.2398
0:00:02:41.8400000;0.0094;5.2396
0:00:02:41.8500000;0.0094;5.2396
0:00:02:41.8600000;0.0094;5.2396
0:00:02:41.8700000;0.0094;5.2396
0:00:02:41.8800000;0.0094;5.2396
0:00:02:41.8900000;0.0094;5.2396
0:00:02:41.9000000;0.0094;5.2396
0:00:02:41.9100000;0.0094;5.2396
0:00:02:41.9200000;0.0094;5.2396
0:00:02:41.9300000;0.0094;5.2396
0:00:02:41.9400000;0.0094;5.2396
0:00:02:41.9500000;0.0094;5.2396
0:00:02:41.9600000;0.0094;5.2396
0:00:02:41.9700000;0.0094;5.2396
0:00:02:41.9800000;0.0094;5.2396
0:00:02:41.9900000;0.0094;5.2396
0:00:02:42.0000000;0.0094;5.2396
0:00:02:42.0100000;0.0094;5.2396
0:00:02:42.0200000;0.0094;5.2396
0:00:02:42.0300000;0.0094;5.2396
0:00:02:42.0400000;0.0094;5.2394
0:00:02:42.0500000;0.0094;5.2394
0:00:02:42.0600000;0.0094;5.2394
0:00:02:42.0700000;0.0094;5.2394
0:00:02:42.0800000;0.0094;5.2394
0:00:02:42.0900000;0.0094;5.2394
0:00:02:42.1000000;0.0094;5.2394
0:00:02:42.1100000;0.0094;5.2394
0:00:02:42.1200000;0.0094;5.2394
0:00:02:42.1300000;0.0094;5.2394
0:00:02:42.1400000;0.0094;5.2393
